"","chatter","current_events","travel","photo_sharing","uncategorized","tv_film","sports_fandom","politics","food","family","home_and_garden","music","news","online_gaming","shopping","health_nutrition","college_uni","sports_playing","cooking","eco","computers","business","outdoors","crafts","automotive","art","religion","beauty","parenting","dating","school","personal_fitness","fashion","small_business","spam","adult"
"vj9gihpn5",6,1,9,5,1,11,1,7,2,2,3,5,4,0,6,1,4,3,0,1,1,1,2,0,1,0,1,1,0,6,1,0,2,1,0,0
"35p4h7sin",5,1,1,1,0,2,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0
"v2ruim8k3",9,5,2,10,2,2,3,4,3,0,1,2,4,1,7,14,8,0,3,0,1,2,3,2,2,0,2,1,1,0,1,9,1,1,0,0
"u6tjdf1la",7,1,0,2,0,3,0,2,0,0,0,1,1,1,2,1,1,0,1,0,0,0,1,2,0,3,1,0,0,5,0,0,2,1,0,0
"qgnbwizyl",4,1,1,3,2,3,1,1,1,3,0,2,1,17,1,0,10,1,1,0,0,1,0,1,1,4,1,0,1,0,0,1,1,0,0,0
"fxs5upa7z",4,1,2,6,0,4,4,0,3,2,0,5,1,0,1,0,8,1,0,2,1,4,3,0,0,0,5,1,3,0,2,1,0,2,0,0
"8cl6wzqxo",7,1,0,4,0,1,0,2,0,0,1,0,0,0,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
"fpe9yao8w",5,1,0,4,0,1,3,1,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
"hm9bt7do4",4,2,0,1,1,3,1,1,1,1,1,0,0,0,3,0,4,2,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
"gk53vntl4",0,1,0,1,1,0,0,3,0,0,1,0,0,1,1,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"kpm4aru9q",4,1,0,3,0,0,1,0,2,2,2,0,2,6,2,4,3,2,1,0,0,1,0,0,1,0,0,0,2,1,0,2,0,0,0,0
"o7kivrf4q",4,1,0,2,2,0,1,0,1,1,0,0,1,0,4,4,1,0,4,1,2,1,3,0,1,5,0,0,0,0,0,1,1,1,0,0
"ut7laxeor",2,1,2,4,2,1,0,3,0,1,1,2,0,0,1,0,0,0,10,0,0,2,0,1,0,0,2,3,0,0,0,0,3,0,0,0
"xhmbpwt58",16,3,1,12,2,1,4,2,8,3,0,0,0,1,2,1,1,0,13,2,0,1,2,1,4,0,3,4,7,0,1,2,10,0,0,3
"svuczrg8w",0,2,0,6,1,1,1,0,0,1,0,0,0,1,0,1,0,0,4,0,0,2,0,0,0,0,0,2,0,0,0,1,2,0,0,0
"n85zsxr2w",5,1,2,10,1,2,6,3,6,4,2,0,2,0,4,9,0,0,1,3,1,1,2,2,1,1,4,0,6,0,1,3,0,1,0,0
"43fv9eknt",7,2,0,8,3,0,1,1,0,1,0,0,0,0,3,0,2,0,0,1,0,0,0,0,1,1,0,1,0,4,0,0,0,0,0,0
"km2leypba",3,0,1,1,0,1,1,1,0,0,2,0,0,3,0,0,4,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
"bihfsc7rg",3,4,1,0,1,3,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0
"hasuj86m3",6,3,0,4,1,0,0,2,0,1,0,0,0,2,8,0,0,0,9,1,1,3,0,0,0,1,0,1,0,0,1,0,6,0,0,0
"bylvs9p6q",4,0,1,3,1,1,1,1,2,1,0,0,2,1,1,1,0,0,3,0,1,0,1,0,1,1,0,2,0,0,0,0,0,1,0,0
"coj5qtupe",1,1,1,0,1,0,3,4,1,1,0,1,6,0,0,0,0,0,2,0,1,0,2,0,5,0,2,0,0,0,1,0,0,1,0,0
"aibc8n5jp",3,2,5,0,0,2,0,6,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"e94x71jdz",4,3,0,4,1,2,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"8bf5kwzg1",3,0,2,1,0,0,5,3,4,2,0,0,11,4,0,0,7,1,0,0,0,2,1,1,2,2,1,0,1,0,2,0,0,0,0,0
"m93aypkro",1,2,1,3,2,2,0,1,1,0,1,2,0,0,0,7,2,0,9,1,0,0,2,0,1,0,2,0,0,0,0,1,9,0,0,0
"sfk6ejnhl",6,2,0,4,0,0,0,2,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,1,1,0,0
"6idawoys2",3,3,3,2,0,0,1,5,0,1,0,0,0,0,0,0,2,0,1,0,1,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0
"hpw73lxik",4,2,2,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"953lx1vbu",0,3,1,1,0,0,2,0,4,4,1,0,1,1,0,0,0,0,1,0,0,0,0,3,0,1,4,0,5,1,4,0,0,0,0,0
"2th9187i5",4,3,0,1,3,0,0,1,1,0,1,2,1,1,1,9,0,1,2,0,0,0,3,1,2,0,0,0,0,1,0,5,0,0,0,0
"5s4aj3ck8",5,3,1,4,0,0,3,7,1,2,0,2,10,1,0,0,0,0,0,1,0,1,1,1,4,1,5,0,4,1,3,0,1,0,0,0
"mdeolu6rf",2,0,1,0,0,1,1,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"vpx1f3ygn",4,2,1,0,0,0,1,2,2,0,0,0,2,1,1,13,0,1,9,0,0,1,3,0,0,0,1,1,1,1,1,13,0,0,0,0
"gcq6ftbhm",3,0,1,0,0,0,1,0,0,0,0,1,1,0,1,3,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,2,1,0,0,0
"wfz2e95dc",16,2,3,16,0,4,0,0,1,2,0,1,0,14,5,2,15,7,1,0,3,0,0,1,3,3,0,1,1,1,1,2,0,1,0,0
"ejgc4b8rs",2,1,0,8,0,0,0,1,1,1,0,0,0,0,0,1,1,0,10,0,0,0,3,0,0,0,0,4,0,1,0,0,4,1,0,0
"47hawz8xf",2,2,0,1,1,1,2,1,1,0,1,0,0,11,0,0,6,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
"szr961xul",3,1,3,7,2,0,0,0,0,2,0,1,1,16,0,2,19,5,1,1,0,3,0,0,1,0,0,0,1,1,0,4,0,0,0,0
"6tis5jxfw",2,0,3,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"5iurhfgns",13,3,0,11,0,0,1,0,0,2,2,0,1,2,6,0,1,0,2,4,0,1,0,4,1,0,0,1,0,0,0,0,1,1,0,0
"96qxgziuv",2,0,0,0,0,0,1,0,1,2,2,0,0,1,0,0,1,1,0,0,0,1,2,0,1,0,0,0,0,5,3,0,1,0,0,0
"wfvtzs7ba",5,0,2,12,2,0,0,1,0,1,0,2,0,2,3,2,7,0,10,0,1,0,1,0,0,1,0,2,0,0,1,3,10,1,0,0
"t376gym9l",2,1,0,2,1,1,2,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"j1d7qf985",13,0,3,16,0,1,2,2,1,2,1,2,0,0,7,1,1,1,0,1,0,2,0,1,2,0,0,0,1,1,1,1,0,0,0,0
"yxurk2izt",1,2,1,5,1,5,0,0,1,0,2,6,3,0,0,0,5,0,0,1,1,1,1,0,1,0,1,1,1,0,0,2,0,1,0,0
"xlp6h21jk",10,2,8,3,0,0,2,13,2,3,0,0,1,2,2,6,0,0,3,1,3,0,2,0,0,0,0,0,0,4,0,6,1,1,0,0
"wb9ui34do",7,2,4,2,0,2,1,13,1,1,0,1,3,1,1,0,3,1,0,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"2xjf85qus",2,0,4,2,0,0,0,6,2,0,0,0,3,0,0,0,0,0,1,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"iclt3yhq6",2,1,1,7,5,8,7,0,6,9,0,3,0,0,0,12,7,1,8,5,0,1,0,1,1,0,9,4,9,1,4,3,3,0,0,0
"9zu3iolgp",4,0,3,0,1,1,0,0,1,0,0,0,1,3,1,6,2,0,1,1,0,0,1,0,0,0,0,1,0,0,1,2,0,0,0,4
"e7swuh4by",1,3,1,0,1,1,0,0,1,0,1,0,0,0,0,4,0,0,0,1,0,1,0,1,0,3,1,1,0,0,0,3,0,1,0,0
"dnkhoei2p",10,2,0,5,2,2,0,0,3,1,1,0,0,0,7,0,0,0,2,1,3,1,0,0,3,1,3,0,3,0,3,1,2,0,0,0
"u3yqslimg",4,2,0,0,1,1,0,0,1,1,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"maqjrkuih",0,0,2,2,1,2,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
"jhtirl2np",3,2,1,5,0,0,0,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"bq6xir9jt",17,4,17,3,1,3,1,23,3,1,1,1,10,2,2,19,2,3,0,1,5,4,1,0,0,5,5,1,2,14,7,4,4,5,0,0
"ztshyvb2c",2,0,0,0,0,0,0,0,4,0,0,0,1,0,1,11,1,1,3,0,0,0,3,0,0,0,0,0,0,1,0,4,1,0,0,0
"3cp8i9dyk",4,3,3,1,0,0,2,5,1,0,1,0,5,18,1,0,15,4,2,2,0,0,1,0,6,1,0,1,1,0,1,1,1,2,0,0
"gifzd3xow",4,0,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"cqkfzbsr1",0,2,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ej5huwkf8",5,1,2,4,1,3,9,1,12,0,1,1,1,1,1,3,1,1,2,2,0,0,1,0,1,3,8,1,8,0,4,3,3,0,0,0
"9min3fdty",6,3,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,2,1,1,0,5,2,0,2,0,0,0
"lf2jmbyqr",4,2,1,0,1,1,1,0,2,1,2,0,1,5,4,10,5,3,4,1,0,1,0,2,0,0,1,0,0,1,0,4,0,0,0,0
"fywjlvk3o",1,0,1,1,0,0,6,16,2,4,1,2,8,0,0,0,1,1,0,0,1,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0
"a19fn7lcr",2,0,3,0,0,0,4,0,2,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,2,0,2,0,0,1,2,0,0,0
"gfmr2koi4",1,2,2,2,0,1,1,0,2,0,1,1,0,9,0,1,8,2,8,0,1,0,0,0,2,0,2,5,1,1,0,0,1,0,0,0
"wdku8cyx6",3,0,1,1,0,1,1,4,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,4,0,1,1,1,0,0,0
"idfws5p2h",3,2,4,6,1,7,0,2,1,1,1,5,0,2,4,1,5,5,23,2,0,2,1,2,1,5,2,6,0,0,1,1,7,0,0,0
"zl13b2d4k",6,3,0,2,0,1,0,1,4,1,0,2,3,0,1,8,3,0,0,1,0,0,2,1,0,0,2,0,1,0,0,4,0,0,0,0
"d7hz1fxpg",3,1,4,1,3,6,3,1,0,0,0,0,1,1,0,6,0,1,0,1,0,0,0,1,0,7,2,1,1,0,0,2,1,1,0,0
"iybvzelq2",4,1,0,5,0,0,0,1,0,1,0,1,0,1,3,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0
"ytmj1eiqz",6,1,1,3,1,0,2,0,4,1,0,1,2,1,2,23,0,2,4,1,0,2,4,0,1,1,2,0,1,1,0,11,0,0,0,0
"zn8ocqjar",3,2,3,0,1,0,3,2,0,0,0,1,2,0,0,0,0,0,1,0,2,1,1,0,2,1,0,0,1,0,0,0,0,0,0,0
"5s4mpulth",6,0,0,3,2,2,6,1,9,1,1,3,1,1,1,3,0,2,0,0,0,1,1,1,2,0,5,4,4,0,4,4,0,1,0,0
"fwpczxl8t",2,3,0,0,0,6,2,4,2,2,0,0,5,2,2,0,1,1,0,1,0,2,0,0,3,3,0,0,0,0,0,2,0,0,0,0
"pb2mc7z9t",1,1,2,2,1,2,1,1,0,1,1,0,4,3,1,0,9,2,1,1,1,3,0,1,5,0,0,0,0,0,0,1,0,0,0,0
"oi1wq2kp7",1,3,3,0,0,1,1,3,1,1,2,0,6,2,0,0,0,0,0,0,1,2,1,0,2,1,0,0,1,0,1,1,0,0,0,0
"r9aj4zo1q",1,1,3,0,1,1,0,2,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"d7ky9lrv8",8,2,1,6,2,1,0,1,1,0,0,0,0,3,2,0,1,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,2,0,0,0
"fpny4zeij",3,1,2,4,1,0,0,0,0,0,1,0,1,0,0,5,0,0,1,0,0,0,1,0,0,0,1,0,0,0,2,5,1,0,0,0
"gnbv9msou",2,0,1,1,2,0,1,7,4,1,0,1,4,0,0,5,0,1,1,0,0,0,3,0,5,0,4,0,1,0,1,2,0,0,0,0
"xlq3vn2gr",4,0,1,3,0,0,1,0,1,0,0,1,1,0,5,0,1,0,1,1,0,0,0,2,1,0,0,0,0,0,1,0,1,0,0,0
"bmfkjo8gz",3,0,0,3,0,1,0,1,1,0,1,0,1,0,0,1,1,2,0,0,1,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0
"781gxzd4o",3,1,3,1,0,0,1,4,0,0,0,1,3,0,0,0,0,2,0,0,0,0,2,0,1,1,0,0,1,0,1,0,0,0,0,0
"dai5qpu4h",9,0,3,1,1,3,7,1,2,3,1,0,1,9,1,1,17,5,1,0,0,1,0,0,1,1,7,0,1,0,1,0,1,0,0,0
"thkj6sxlb",5,1,8,4,0,1,1,7,3,0,0,0,2,1,3,4,1,2,1,1,0,1,2,3,1,0,0,1,1,0,0,2,1,0,0,0
"1f3l6mstj",2,0,2,3,0,0,1,1,0,0,0,0,0,0,2,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
"xvqb7d84p",13,4,0,5,0,0,0,0,1,2,1,1,0,2,3,1,0,0,0,2,0,1,1,0,4,0,0,0,1,1,2,0,1,0,0,0
"swocj4x5a",3,0,1,2,0,0,0,0,0,1,0,2,0,2,0,0,3,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"lmu5syv3e",3,2,2,0,1,1,0,0,0,1,0,0,1,1,0,8,0,0,3,2,0,0,2,0,0,0,0,1,0,0,0,1,0,1,0,0
"xje4knz5w",4,1,0,2,1,2,2,0,0,0,0,0,0,0,0,7,1,0,5,1,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0
"942srcx3d",26,0,2,12,1,1,2,1,0,2,0,1,0,0,2,20,3,3,6,2,2,1,2,0,5,0,1,0,1,1,1,4,2,2,0,0
"ofwgpkbit",6,3,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"tmxewr65a",7,3,1,1,3,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0
"a41efghdo",0,1,0,4,1,0,0,0,1,0,0,0,0,0,1,7,0,0,2,2,0,0,0,1,0,0,0,0,0,0,0,2,0,2,0,0
"m71i98keo",2,1,0,1,2,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,2,0,0,0,0,0,0,0
"3d5fiv6g9",8,1,0,4,0,0,3,6,0,1,0,0,0,0,2,0,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
"b7yw1ev5s",3,1,4,1,0,1,3,7,6,2,2,1,2,1,2,0,1,1,1,0,0,1,0,1,0,0,6,1,2,0,1,0,0,0,0,3
"dbfzly7aq",6,1,1,1,2,0,1,0,2,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,2,0,2,0,0,3,4,0,1,2,0,1
"lopaz7k5r",4,0,1,1,0,1,5,1,5,4,0,1,0,0,0,7,2,3,0,1,0,0,0,1,0,0,9,1,1,0,5,3,1,1,0,0
"n8zvmcut9",4,4,4,6,1,0,7,0,4,4,0,0,0,0,6,0,2,0,2,1,0,0,0,2,1,1,6,2,6,0,3,1,0,0,0,0
"6e83csrqb",16,1,1,5,1,2,1,1,2,0,0,0,0,0,2,5,1,0,1,1,0,1,0,1,0,0,0,0,1,2,2,1,1,2,0,5
"dpus1a9zo",16,1,2,9,0,0,2,3,0,0,2,2,0,1,1,1,0,0,1,2,0,0,0,2,0,1,0,0,1,0,1,0,1,0,0,0
"j6mgv4fye",6,1,1,3,1,1,3,1,4,2,0,0,0,0,0,0,0,0,4,0,2,0,0,3,3,0,3,1,4,0,1,0,2,1,0,0
"9ox1u78bs",5,4,2,1,0,0,0,4,0,0,0,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
"v3dxjksfl",5,2,1,0,1,1,2,1,1,1,0,3,1,1,1,1,2,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0
"axzwyr12t",0,1,2,2,0,1,4,6,2,1,1,0,15,0,0,8,0,2,0,0,1,0,5,1,11,2,0,1,3,1,0,7,1,0,0,0
"7kgtvl2xq",15,1,1,8,1,0,2,1,0,1,1,1,0,2,5,4,0,2,4,0,1,1,2,0,2,0,3,0,1,2,0,3,1,1,0,0
"lgtwkb75q",2,1,0,3,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0
"743fs6xur",5,1,0,0,2,1,2,0,2,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0
"5ai8dq4ex",2,2,1,1,0,0,3,0,8,4,0,0,0,0,0,0,0,0,0,0,0,1,0,6,2,0,8,1,3,0,5,3,0,0,0,0
"cov4jdn9s",3,1,1,2,0,1,0,2,2,0,1,0,5,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,1,0,0,0,0,0,0,0
"18t4o3yqf",4,1,1,3,0,2,7,0,10,5,1,1,2,1,1,1,2,1,0,0,0,0,0,1,0,0,3,1,5,1,5,0,3,0,0,0
"nzwshk953",5,0,1,6,1,0,3,0,0,0,0,0,1,1,3,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0
"g1un349hm",4,0,3,2,1,2,0,2,0,0,0,0,1,1,2,0,0,1,0,0,0,0,0,0,0,5,0,0,1,0,1,0,0,0,0,2
"67k2pbmcn",4,2,1,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1,0,0,2,0,0,1,0,0
"bs9fyzkm5",7,2,0,6,2,2,4,0,7,3,0,0,0,1,1,2,0,2,2,0,2,0,0,0,0,0,8,0,5,0,6,1,1,0,0,0
"yfagqhvtc",5,0,3,2,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"oz8yxe4na",10,1,2,11,1,1,2,2,1,2,0,0,0,1,5,1,0,1,1,2,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"h2yz4fd5k",3,0,3,0,0,0,1,0,0,1,0,0,0,0,0,8,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0
"uagpcj3im",0,4,0,0,2,0,0,0,0,0,0,0,0,0,2,1,1,0,12,0,1,0,0,1,0,0,0,3,0,0,0,0,3,1,0,0
"u7kd51cho",6,1,1,5,1,0,1,1,0,0,1,0,2,0,1,0,1,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0
"p379gyle8",9,2,0,5,0,0,1,0,2,2,0,0,0,0,3,13,0,1,3,0,0,0,1,0,0,1,0,2,1,0,1,4,3,0,0,5
"vszm563bw",4,1,0,2,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"7nwmeyk1v",1,3,1,2,0,0,0,1,1,1,0,0,1,2,0,3,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0
"71ibrx8f4",1,0,0,1,1,0,3,0,0,0,0,1,0,1,0,7,0,0,3,0,0,0,4,0,0,0,3,1,0,0,0,1,0,0,0,0
"6zcnwv3p9",3,0,2,0,0,3,2,1,2,1,1,0,2,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0
"wyq6gucsf",2,0,0,1,0,0,0,1,2,0,0,2,0,0,0,10,0,1,3,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0
"efwmcvoat",7,3,2,11,1,1,1,5,0,0,1,0,1,2,4,0,2,1,2,1,1,1,0,0,3,1,0,0,0,3,1,1,0,0,0,0
"ze14vut3p",1,0,0,1,0,0,5,0,4,1,1,1,0,0,0,2,1,2,1,1,0,0,0,0,0,0,5,1,5,0,3,0,0,0,0,0
"fornq5wps",2,0,0,1,0,0,0,2,0,0,2,2,0,1,0,1,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0
"pcfkwzymq",1,2,0,1,0,2,3,0,1,2,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"s1vqwtip2",2,3,0,1,1,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0
"fc8xl96it",1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,3,0,0,1,2,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
"amsq83ijg",1,1,0,6,1,2,0,0,2,0,1,1,2,1,1,0,0,0,16,0,0,0,0,2,0,2,0,5,0,0,0,2,5,0,0,0
"beswx7oih",7,1,0,4,2,1,0,0,2,0,0,0,0,0,5,5,1,0,1,0,1,2,3,0,0,0,1,0,0,0,0,4,1,1,0,0
"f3qnlpvwr",2,2,2,2,0,0,1,1,1,1,0,0,1,5,0,0,8,2,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"6cfgbqkvp",0,2,2,1,0,1,0,0,2,0,1,1,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0
"zcoh5q16w",1,3,3,5,4,3,0,0,2,0,0,7,1,0,1,10,2,2,14,0,1,1,5,0,0,1,2,7,0,2,2,5,5,1,0,0
"ais86klmh",3,3,1,0,0,1,0,1,5,0,1,0,1,0,0,13,0,0,8,2,0,0,1,0,0,0,1,0,0,0,0,9,0,1,0,0
"y8rmodsc7",6,3,2,12,1,0,2,0,1,3,0,0,1,0,6,2,0,1,2,0,0,0,0,1,2,1,0,0,1,0,2,0,4,1,0,0
"jexph2oqd",5,3,5,6,2,4,2,1,0,1,0,3,0,2,1,2,6,0,9,1,2,1,1,2,1,0,2,5,1,0,0,2,11,1,0,0
"jvw9l1pio",4,1,0,7,2,1,3,2,7,0,0,0,0,5,3,3,4,1,30,3,0,0,2,1,1,1,3,6,5,0,3,1,10,0,0,0
"e8isdayot",1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,4,1,0,1,1,0,0,2,0,0,0,0,0,0,0,0,2,1,0,0,0
"gud5lz4bn",5,2,1,0,1,1,5,7,0,0,1,0,13,0,1,0,0,2,0,0,0,0,3,0,9,0,1,0,0,2,0,0,2,0,0,0
"ty4zikfe9",7,1,2,4,0,0,2,0,1,1,1,1,0,0,0,1,1,0,7,0,1,0,2,1,1,0,1,6,1,6,1,0,4,0,0,0
"u1rxgl4v6",5,2,1,5,1,1,0,7,1,1,0,0,2,1,2,10,0,2,0,0,1,0,1,1,2,0,0,0,0,0,0,4,1,1,0,0
"951iblxuj",13,4,1,8,1,0,3,1,1,0,0,1,0,0,6,0,3,0,1,2,2,0,0,0,1,0,0,1,0,1,1,0,3,1,0,0
"tvsblkpmi",1,1,0,0,0,1,2,2,1,0,0,0,0,7,0,0,3,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"yc1gpaem6",1,4,0,2,0,0,5,2,5,0,0,0,1,6,0,0,5,0,0,0,0,0,1,0,0,0,3,0,3,0,4,0,0,0,0,0
"43e2tzw8m",6,4,0,4,0,1,3,0,3,2,2,2,0,1,4,0,1,1,2,1,0,1,1,1,0,0,2,0,2,6,3,1,2,1,0,0
"14kp6vrm3",3,0,1,2,1,2,1,1,0,1,2,0,1,6,0,0,5,1,10,0,0,0,1,0,0,2,0,0,0,0,0,0,4,0,0,0
"bpmt8rv4x",9,1,1,5,0,2,7,2,4,3,1,0,1,1,0,3,0,0,2,1,0,0,1,0,0,0,6,0,5,0,0,2,0,1,0,0
"bzoau1p92",8,2,7,4,1,0,4,18,4,0,3,0,4,21,1,0,16,2,6,1,6,3,1,0,3,1,2,2,0,3,1,0,2,0,0,0
"ksof45bjw",1,1,2,1,0,2,0,4,1,0,0,0,0,0,0,9,0,1,2,1,0,0,3,0,0,0,1,1,0,1,0,4,0,0,0,0
"kh4t3xy8d",7,1,2,2,2,7,2,2,0,3,2,4,0,4,5,0,7,1,0,0,0,1,1,0,2,1,1,2,0,0,0,1,0,3,0,0
"qxdc23jl6",3,1,1,2,2,1,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,3,1,0,0,0,0,1,0,0,0,0,10
"ihcny36j1",1,1,0,1,0,1,1,0,1,1,0,0,0,2,0,0,0,0,0,0,0,1,2,0,0,1,0,1,1,0,0,0,2,0,0,2
"qj1i5vf74",2,0,3,3,2,0,9,1,6,4,1,0,0,0,0,13,0,0,2,0,0,0,2,2,0,1,6,0,4,0,5,2,1,1,1,6
"ftxldy8zq",2,2,1,1,0,0,3,0,3,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,2,0,2,0,0,0,0,0
"e5goav9si",2,3,3,0,0,3,6,2,0,0,0,2,10,0,1,0,0,0,0,0,0,0,4,0,1,1,1,0,0,0,0,0,0,0,0,0
"3tg5rb8yk",4,0,1,6,1,0,1,0,2,0,0,1,1,1,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0
"y5lprhuwf",2,2,1,1,0,0,2,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,4,0,1,1,0,0,1,0,0,0
"r3fcd2gy5",1,3,1,0,0,0,2,0,1,0,2,0,0,0,2,4,1,0,2,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,8
"ke6bzplvi",8,3,6,2,0,1,0,11,2,1,1,1,0,7,2,0,9,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,3
"pmkeiszhc",7,2,3,5,2,1,1,3,2,0,0,1,0,0,2,0,1,0,10,1,0,0,0,1,2,1,2,2,1,4,1,0,7,0,0,0
"631vjs8n2",13,4,0,5,2,1,1,0,1,0,0,1,0,0,3,0,0,1,0,2,0,1,0,2,2,0,0,0,0,0,0,1,0,0,0,0
"n83bzj1fd",2,1,1,2,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
